Activity_Time,Action,Doc_ID,Doc_Name,Actor_ID,Actor_Name
2024-08-15T04:49:21.648Z,Permission Change-to:can_view/can_comment-from:none-for:bob@accord.foundation,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,112627686161565491345,drew@accord.foundation
2024-08-15T04:49:15.901Z,Permission Change-to:none-from:can_view/can_comment-for:emily@accord.foundation,1g6pV4130GazjJzQL6VEnZVutMQiAwVTSWVlY496rEGA,file1,104174300424369407986,carol@accord.foundation
2024-08-15T04:49:14.193Z,Permission Change-to:none-from:can_view-for:carol@accord.foundation,1KJMde5A9Bi6HRts_t_C1yYyQNXK05NTeutOwuBV2rEw,file3,105806898968975168992,bob@accord.foundation
2024-08-15T04:49:11.252Z,Permission Change-to:can_view-from:none-for:alice@accord.foundation,1bOOww0PCfgB0C_Nx3DQ8wBdNkB6xk1LhSUvCc4bPrU0,file4,102378379302274418344,emily@accord.foundation
2024-08-15T04:49:08.860Z,Permission Change-to:can_view/can_comment-from:none-for:drew@accord.foundation,1bOOww0PCfgB0C_Nx3DQ8wBdNkB6xk1LhSUvCc4bPrU0,file4,102378379302274418344,emily@accord.foundation
2024-08-15T04:49:05.761Z,Permission Change-to:can_view-from:none-for:carol@accord.foundation,1KJMde5A9Bi6HRts_t_C1yYyQNXK05NTeutOwuBV2rEw,file3,105806898968975168992,bob@accord.foundation
2024-08-15T04:49:03.447Z,Permission Change-to:owner-from:can_view-for:carol@accord.foundation,1bOOww0PCfgB0C_Nx3DQ8wBdNkB6xk1LhSUvCc4bPrU0,file4,102378379302274418344,emily@accord.foundation
2024-08-15T04:49:03.447Z,Permission Change-to:can_edit-from:owner-for:emily@accord.foundation,1bOOww0PCfgB0C_Nx3DQ8wBdNkB6xk1LhSUvCc4bPrU0,file4,102378379302274418344,emily@accord.foundation
2024-08-15T04:48:59.923Z,Edit,1KJMde5A9Bi6HRts_t_C1yYyQNXK05NTeutOwuBV2rEw,file3,105806898968975168992,bob@accord.foundation
2024-08-15T04:48:50.900Z,Permission Change-to:can_edit-from:none-for:drew@accord.foundation,1KJMde5A9Bi6HRts_t_C1yYyQNXK05NTeutOwuBV2rEw,file3,105806898968975168992,bob@accord.foundation
2024-08-15T04:48:48.935Z,Edit,1KJMde5A9Bi6HRts_t_C1yYyQNXK05NTeutOwuBV2rEw,file3,105806898968975168992,bob@accord.foundation
2024-08-15T04:48:45.606Z,Permission Change-to:can_view-from:none-for:carol@accord.foundation,1bOOww0PCfgB0C_Nx3DQ8wBdNkB6xk1LhSUvCc4bPrU0,file4,102378379302274418344,emily@accord.foundation
2024-08-15T04:48:42.142Z,Permission Change-to:can_view/can_comment-from:none-for:bob@accord.foundation,1bOOww0PCfgB0C_Nx3DQ8wBdNkB6xk1LhSUvCc4bPrU0,file4,102378379302274418344,emily@accord.foundation
2024-08-15T04:48:40.222Z,Permission Change-to:none-from:can_edit-for:emily@accord.foundation,1KJMde5A9Bi6HRts_t_C1yYyQNXK05NTeutOwuBV2rEw,file3,105806898968975168992,bob@accord.foundation
2024-08-15T04:48:36.860Z,Permission Change-to:can_view/can_comment-from:none-for:carol@accord.foundation,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,112627686161565491345,drew@accord.foundation
2024-08-15T04:48:32.926Z,Permission Change-to:can_edit-from:owner-for:emily@accord.foundation,1KJMde5A9Bi6HRts_t_C1yYyQNXK05NTeutOwuBV2rEw,file3,102378379302274418344,emily@accord.foundation
2024-08-15T04:48:32.926Z,Permission Change-to:owner-from:none-for:bob@accord.foundation,1KJMde5A9Bi6HRts_t_C1yYyQNXK05NTeutOwuBV2rEw,file3,102378379302274418344,emily@accord.foundation
2024-08-15T04:48:30.903Z,Permission Change-to:none-from:can_view-for:emily@accord.foundation,1dqEnPjdHweZy0OO7XeSpgGEBzYn5gZNo75uEO6XVqdw,file0,112627686161565491345,drew@accord.foundation
2024-08-15T04:48:27.561Z,Edit,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,112627686161565491345,drew@accord.foundation
2024-08-15T04:48:25.123Z,Edit,1KJMde5A9Bi6HRts_t_C1yYyQNXK05NTeutOwuBV2rEw,file3,102378379302274418344,emily@accord.foundation
2024-08-15T04:48:21.641Z,Edit,1g6pV4130GazjJzQL6VEnZVutMQiAwVTSWVlY496rEGA,file1,104174300424369407986,carol@accord.foundation
2024-08-15T04:48:19.279Z,Permission Change-to:can_view/can_comment-from:none-for:alice@accord.foundation,1g6pV4130GazjJzQL6VEnZVutMQiAwVTSWVlY496rEGA,file1,104174300424369407986,carol@accord.foundation
2024-08-15T04:48:17.194Z,Permission Change-to:none-from:can_view/can_comment-for:bob@accord.foundation,1g6pV4130GazjJzQL6VEnZVutMQiAwVTSWVlY496rEGA,file1,104174300424369407986,carol@accord.foundation
2024-08-15T04:48:13.788Z,Permission Change-to:can_view-from:can_edit-for:emily@accord.foundation,1dqEnPjdHweZy0OO7XeSpgGEBzYn5gZNo75uEO6XVqdw,file0,102378379302274418344,emily@accord.foundation
2024-08-15T04:48:11.762Z,Permission Change-to:can_view/can_comment-from:none-for:bob@accord.foundation,1g6pV4130GazjJzQL6VEnZVutMQiAwVTSWVlY496rEGA,file1,104174300424369407986,carol@accord.foundation
2024-08-15T04:48:09.811Z,Permission Change-to:none-from:can_edit-for:bob@accord.foundation,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,112627686161565491345,drew@accord.foundation
2024-08-15T04:48:08.178Z,Permission Change-to:none-from:can_view/can_comment-for:drew@accord.foundation,1g6pV4130GazjJzQL6VEnZVutMQiAwVTSWVlY496rEGA,file1,104174300424369407986,carol@accord.foundation
2024-08-15T04:48:04.933Z,Edit,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,105806898968975168992,bob@accord.foundation
2024-08-15T04:48:03.624Z,Edit,1bOOww0PCfgB0C_Nx3DQ8wBdNkB6xk1LhSUvCc4bPrU0,file4,102378379302274418344,emily@accord.foundation
2024-08-15T04:48:02.414Z,Permission Change-to:none-from:can_view-for:alice@accord.foundation,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,112627686161565491345,drew@accord.foundation
2024-08-15T04:48:01.934Z,Edit,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,105806898968975168992,bob@accord.foundation
2024-08-15T04:48:00.124Z,Edit,1KJMde5A9Bi6HRts_t_C1yYyQNXK05NTeutOwuBV2rEw,file3,112627686161565491345,drew@accord.foundation
2024-08-15T04:47:59.567Z,Edit,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,105806898968975168992,bob@accord.foundation
2024-08-15T04:47:57.040Z,Permission Change-to:none-from:can_view/can_comment-for:carol@accord.foundation,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,105806898968975168992,bob@accord.foundation
2024-08-15T04:47:54.381Z,Permission Change-to:can_view/can_comment-from:none-for:carol@accord.foundation,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,105806898968975168992,bob@accord.foundation
2024-08-15T04:47:53.957Z,Edit,1g6pV4130GazjJzQL6VEnZVutMQiAwVTSWVlY496rEGA,file1,104174300424369407986,carol@accord.foundation
2024-08-15T04:47:51.377Z,Edit,1dqEnPjdHweZy0OO7XeSpgGEBzYn5gZNo75uEO6XVqdw,file0,114128337804353370964,alice@accord.foundation
2024-08-15T04:47:49.186Z,Edit,1g6pV4130GazjJzQL6VEnZVutMQiAwVTSWVlY496rEGA,file1,104174300424369407986,carol@accord.foundation
2024-08-15T04:47:45.321Z,Edit,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,105806898968975168992,bob@accord.foundation
2024-08-15T04:47:40.931Z,Permission Change-to:can_view/can_comment-from:none-for:emily@accord.foundation,1g6pV4130GazjJzQL6VEnZVutMQiAwVTSWVlY496rEGA,file1,104174300424369407986,carol@accord.foundation
2024-08-15T04:47:38.718Z,Permission Change-to:can_edit-from:owner-for:bob@accord.foundation,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,105806898968975168992,bob@accord.foundation
2024-08-15T04:47:38.718Z,Permission Change-to:owner-from:can_view/can_comment-for:drew@accord.foundation,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,105806898968975168992,bob@accord.foundation
2024-08-15T04:47:36.102Z,Permission Change-to:can_view/can_comment-from:none-for:drew@accord.foundation,1g6pV4130GazjJzQL6VEnZVutMQiAwVTSWVlY496rEGA,file1,104174300424369407986,carol@accord.foundation
2024-08-15T04:47:31.473Z,Permission Change-to:can_edit-from:owner-for:emily@accord.foundation,1dqEnPjdHweZy0OO7XeSpgGEBzYn5gZNo75uEO6XVqdw,file0,102378379302274418344,emily@accord.foundation
2024-08-15T04:47:31.473Z,Permission Change-to:owner-from:none-for:drew@accord.foundation,1dqEnPjdHweZy0OO7XeSpgGEBzYn5gZNo75uEO6XVqdw,file0,102378379302274418344,emily@accord.foundation
2024-08-15T04:47:29.242Z,Edit,1g6pV4130GazjJzQL6VEnZVutMQiAwVTSWVlY496rEGA,file1,104174300424369407986,carol@accord.foundation
2024-08-15T04:47:26.594Z,Permission Change-to:can_view-from:none-for:alice@accord.foundation,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,105806898968975168992,bob@accord.foundation
2024-08-15T04:47:23.644Z,Edit,1bOOww0PCfgB0C_Nx3DQ8wBdNkB6xk1LhSUvCc4bPrU0,file4,102378379302274418344,emily@accord.foundation
2024-08-15T04:47:13.049Z,Edit,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,105806898968975168992,bob@accord.foundation
2024-08-15T04:47:10.759Z,Permission Change-to:none-from:can_view-for:bob@accord.foundation,1KJMde5A9Bi6HRts_t_C1yYyQNXK05NTeutOwuBV2rEw,file3,102378379302274418344,emily@accord.foundation
2024-08-15T04:47:07.482Z,Permission Change-to:none-from:can_edit-for:bob@accord.foundation,1bOOww0PCfgB0C_Nx3DQ8wBdNkB6xk1LhSUvCc4bPrU0,file4,102378379302274418344,emily@accord.foundation
2024-08-15T04:47:05.673Z,Permission Change-to:none-from:can_view/can_comment-for:carol@accord.foundation,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,105806898968975168992,bob@accord.foundation
2024-08-15T04:47:02.523Z,Edit,1bOOww0PCfgB0C_Nx3DQ8wBdNkB6xk1LhSUvCc4bPrU0,file4,102378379302274418344,emily@accord.foundation
2024-08-15T04:46:57.209Z,Permission Change-to:can_view/can_comment-from:can_edit-for:drew@accord.foundation,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,112627686161565491345,drew@accord.foundation
2024-08-15T04:46:53.178Z,Edit,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,112627686161565491345,drew@accord.foundation
2024-08-15T04:46:50.456Z,Permission Change-to:none-from:can_view-for:drew@accord.foundation,1dqEnPjdHweZy0OO7XeSpgGEBzYn5gZNo75uEO6XVqdw,file0,102378379302274418344,emily@accord.foundation
2024-08-15T04:46:47.125Z,Permission Change-to:can_edit-from:can_view/can_comment-for:bob@accord.foundation,1bOOww0PCfgB0C_Nx3DQ8wBdNkB6xk1LhSUvCc4bPrU0,file4,102378379302274418344,emily@accord.foundation
2024-08-15T04:46:42.853Z,Permission Change-to:can_edit-from:owner-for:drew@accord.foundation,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,112627686161565491345,drew@accord.foundation
2024-08-15T04:46:42.853Z,Permission Change-to:owner-from:none-for:bob@accord.foundation,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,112627686161565491345,drew@accord.foundation
2024-08-15T04:46:39.815Z,Permission Change-to:can_view-from:none-for:bob@accord.foundation,1KJMde5A9Bi6HRts_t_C1yYyQNXK05NTeutOwuBV2rEw,file3,102378379302274418344,emily@accord.foundation
2024-08-15T04:46:36.323Z,Permission Change-to:none-from:can_view/can_comment-for:drew@accord.foundation,1g6pV4130GazjJzQL6VEnZVutMQiAwVTSWVlY496rEGA,file1,104174300424369407986,carol@accord.foundation
2024-08-15T04:46:30.095Z,Permission Change-to:can_view-from:none-for:drew@accord.foundation,1dqEnPjdHweZy0OO7XeSpgGEBzYn5gZNo75uEO6XVqdw,file0,102378379302274418344,emily@accord.foundation
2024-08-15T04:46:26.954Z,Edit,1bOOww0PCfgB0C_Nx3DQ8wBdNkB6xk1LhSUvCc4bPrU0,file4,102378379302274418344,emily@accord.foundation
2024-08-15T04:46:19.563Z,Permission Change-to:can_view/can_comment-from:can_edit-for:carol@accord.foundation,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,104174300424369407986,carol@accord.foundation
2024-08-15T04:46:17.866Z,Permission Change-to:none-from:can_edit-for:bob@accord.foundation,1g6pV4130GazjJzQL6VEnZVutMQiAwVTSWVlY496rEGA,file1,105806898968975168992,bob@accord.foundation
2024-08-15T04:46:14.943Z,Edit,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,112627686161565491345,drew@accord.foundation
2024-08-15T04:46:11.869Z,Permission Change-to:can_edit-from:owner-for:carol@accord.foundation,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,104174300424369407986,carol@accord.foundation
2024-08-15T04:46:11.869Z,Permission Change-to:owner-from:none-for:drew@accord.foundation,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,104174300424369407986,carol@accord.foundation
2024-08-15T04:46:09.237Z,Edit,1bOOww0PCfgB0C_Nx3DQ8wBdNkB6xk1LhSUvCc4bPrU0,file4,102378379302274418344,emily@accord.foundation
2024-08-15T04:46:05.323Z,Edit,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,104174300424369407986,carol@accord.foundation
2024-08-15T04:46:00.947Z,Permission Change-to:can_edit-from:owner-for:bob@accord.foundation,1g6pV4130GazjJzQL6VEnZVutMQiAwVTSWVlY496rEGA,file1,105806898968975168992,bob@accord.foundation
2024-08-15T04:46:00.947Z,Permission Change-to:owner-from:none-for:carol@accord.foundation,1g6pV4130GazjJzQL6VEnZVutMQiAwVTSWVlY496rEGA,file1,105806898968975168992,bob@accord.foundation
2024-08-15T04:45:53.971Z,Edit,1vE8klIMPyzsIGyXOlmOFv8QLCYWOq57Ft_2TFZQyHcY,file2,104174300424369407986,carol@accord.foundation
2024-08-15T04:45:50.941Z,Permission Change-to:none-from:can_view-for:carol@accord.foundation,1KJMde5A9Bi6HRts_t_C1yYyQNXK05NTeutOwuBV2rEw,file3,102378379302274418344,emily@accord.foundation
2024-08-15T04:45:45.994Z,Permission Change-to:can_view/can_comment-from:none-for:bob@accord.foundation,1bOOww0PCfgB0C_Nx3DQ8wBdNkB6xk1LhSUvCc4bPrU0,file4,102378379302274418344,emily@accord.foundation
2024-08-15T04:45:43.060Z,Permission Change-to:none-from:can_edit-for:alice@accord.foundation,1dqEnPjdHweZy0OO7XeSpgGEBzYn5gZNo75uEO6XVqdw,file0,114128337804353370964,alice@accord.foundation
2024-08-15T04:45:37.073Z,Permission Change-to:can_edit-from:owner-for:alice@accord.foundation,1dqEnPjdHweZy0OO7XeSpgGEBzYn5gZNo75uEO6XVqdw,file0,114128337804353370964,alice@accord.foundation
2024-08-15T04:45:37.073Z,Permission Change-to:owner-from:can_view/can_comment-for:emily@accord.foundation,1dqEnPjdHweZy0OO7XeSpgGEBzYn5gZNo75uEO6XVqdw,file0,114128337804353370964,alice@accord.foundation
2024-08-15T04:45:33.144Z,Permission Change-to:none-from:can_view-for:drew@accord.foundation,1KJMde5A9Bi6HRts_t_C1yYyQNXK05NTeutOwuBV2rEw,file3,102378379302274418344,emily@accord.foundation
2024-08-15T04:45:31.322Z,Permission Change-to:can_view/can_comment-from:none-for:drew@accord.foundation,1g6pV4130GazjJzQL6VEnZVutMQiAwVTSWVlY496rEGA,file1,105806898968975168992,bob@accord.foundation
2024-08-15T04:45:27.212Z,Permission Change-to:can_view/can_comment-from:none-for:emily@accord.foundation,1dqEnPjdHweZy0OO7XeSpgGEBzYn5gZNo75uEO6XVqdw,file0,114128337804353370964,alice@accord.foundation
2024-08-15T04:45:25.055Z,Edit,1dqEnPjdHweZy0OO7XeSpgGEBzYn5gZNo75uEO6XVqdw,file0,114128337804353370964,alice@accord.foundation
2024-08-15T04:45:21.756Z,Permission Change-to:can_view-from:can_edit-for:drew@accord.foundation,1KJMde5A9Bi6HRts_t_C1yYyQNXK05NTeutOwuBV2rEw,file3,112627686161565491345,drew@accord.foundation
2024-08-15T04:45:17.974Z,Permission Change-to:can_view-from:none-for:carol@accord.foundation,1KJMde5A9Bi6HRts_t_C1yYyQNXK05NTeutOwuBV2rEw,file3,112627686161565491345,drew@accord.foundation
2024-08-15T04:45:12.239Z,Permission Change-to:can_edit-from:owner-for:drew@accord.foundation,1KJMde5A9Bi6HRts_t_C1yYyQNXK05NTeutOwuBV2rEw,file3,112627686161565491345,drew@accord.foundation
2024-08-15T04:45:12.239Z,Permission Change-to:owner-from:none-for:emily@accord.foundation,1KJMde5A9Bi6HRts_t_C1yYyQNXK05NTeutOwuBV2rEw,file3,112627686161565491345,drew@accord.foundation
2024-08-15T04:45:09.761Z,Edit,1KJMde5A9Bi6HRts_t_C1yYyQNXK05NTeutOwuBV2rEw,file3,112627686161565491345,drew@accord.foundation
